project,file1,file2,label
leet-code,Java/692. Top K Frequent Words.java,Java/Permutation in String.java,1
leet-code,Java/Longest Substring with At Most K Distinct Characters.java,Java/Count of Smaller Number.java,0
leet-code,Java/305. Number of Islands II.java,Java/855. Exam Room.java,1
leet-code,Java/Best Time to Buy and Sell Stock.java,Java/Counting Bits.java,1
leet-code,Java/278. First Bad Version.java,Java/Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/Add and Search Word - Data structure design.java,Java/Segment Tree Query II.java,0
leet-code,Java/200. Number of Islands.java,Java/767. Reorganize String.java,1
leet-code,Java/Basic Calculator.java,Java/Binary Tree Paths.java,0
leet-code,Java/28. Implement strStr().java,Java/Zigzag Iterator.java,0
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/253. Meeting Rooms II.java,1
leet-code,Java/340. Longest Substring with At Most K Distinct Characters.java,Java/52. N-Queens II.java,1
immutables,value-fixture/src/nonimmutables/ChildAnnotationB.java,generator/src/org/immutables/generator/PostprocessingMachine.java,0
leet-code,Java/Minimum Depth of Binary Tree.java,Java/Coin Change 2.java,0
leet-code,Java/51. N-Queens.java,Java/Wildcard Matching.java,1
leet-code,Java/56. Merge Intervals.java,Java/720. Longest Word in Dictionary.java,1
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/67. Add Binary.java,1
leet-code,Java/Expression Add Operators.java,Java/Total Hamming Distance.java,1
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/QuickSort.java,1
leet-code,Java/973. K Closest Points to Origin.java,Java/Best Time to Buy and Sell Stock.java,1
leet-code,Java/953. Verifying an Alien Dictionary.java,Java/Remove Invalid Parentheses.java,1
leet-code,Java/Permutation in String.java,Java/Moving Average from Data Stream.java,0
leet-code,Java/141. Linked List Cycle.java,Java/443. String Compression.java,1
leet-code,Java/52. N-Queens II.java,Java/Continuous Subarray Sum.java,0
leet-code,Java/1108. Defanging an IP Address.java,Java/986. Interval List Intersections.java,1
leet-code,Java/169. Majority Element.java,Java/398. Random Pick Index.java,1
leet-code,Java/139. Word Break.java,Java/Longest Common Subsequence.java,0
leet-code,Java/Maximum Subarray.java,Java/Edit Distance.java,0
leet-code,Java/463. Island Perimeter.java,Java/Segment Tree Build.java,0
leet-code,Java/1060. Missing Element in Sorted Array.java,Java/632. Smallest Range Covering Elements from K Lists.java,1
leet-code,Java/118. Pascal's Triangle.java,Java/[tool]. Hash Function.java,1
leet-code,Java/Intersection of Two Linked Lists.java,Java/Interval Sum II.java,0
leet-code,Java/Swap Bits.java,Java/Alien Dictionary.java,0
leet-code,Java/62. Unique Path.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/134. Gas Station.java,Java/Maximum Size Subarray Sum Equals k.java,1
leet-code,Java/1213. Intersection of Three Sorted Arrays.java,Java/416. Partition Equal Subset Sum.java,1
leet-code,Java/200. Number of Islands.java,Java/Sort List.java,0
leet-code,Java/518. Coin Change 2.java,Java/852. Peak Index in a Mountain Array.java,1
leet-code,Java/261. Graph Valid Tree.java,Java/Ones and Zeroes.java,1
leet-code,Java/639. Decode Ways II.java,Java/674. Longest Continuous Increasing Subsequence.java,1
leet-code,Java/Reverse Words in a String.java,Java/3Sum Smaller.java,0
leet-code,Java/101. Symmetric Tree.java,Java/244. Shortest Word Distance II.java,1
leet-code,Java/319. Bulb Switcher.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/131. Palindrome Partitioning.java,Java/Simplify Path.java,1
leet-code,Java/144. Binary Tree Preorder Traversal.java,Java/953. Verifying an Alien Dictionary.java,1
leet-code,Java/Cracking the Safe.java,Java/Remove Duplicate Letters.java,1
leet-code,Java/31. Next Permutation.java,Java/771. Jewels and Stones.java,1
leet-code,Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Next Permutation.java,1
leet-code,Java/210. Course Schedule II.java,Java/277. Find the Celebrity.java,1
leet-code,Java/275. H-Index II.java,Java/Hamming Distance.java,1
leet-code,Java/28. Implement strStr().java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/373. Find K Pairs with Smallest Sums.java,Java/Populating Next Right Pointers in Each Node II.java,0
leet-code,Java/Interval Minimum Number.java,Java/Binary Representation.java,0
leet-code,Java/Two Sum.java,Java/Subsets II.java,0
leet-code,Java/973. K Closest Points to Origin.java,Java/Inorder Successor in BST.java,0
leet-code,Java/Binary Tree Preorder Traversal.java,Java/Minimum Subarray.java,0
leet-code,Java/My Calendar I.java,Java/Scramble String.java,1
leet-code,Java/110. Balanced Binary Tree.java,Java/Accounts Merge.java,0
immutables,value-processor/src/org/immutables/value/processor/encode/Structurizer.java,value-fixture/src/nonimmutables/NonUnderscored.java,0
leet-code,Java/Anagrams.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/65. Valid Number.java,Java/Find the Celebrity.java,1
leet-code,Java/299. Bulls and Cows.java,Java/3 Sum.java,0
leet-code,Java/Maximum Vacation Days.java,Java/[lint]. 3 Sum Closest.java,1
leet-code,Java/55. Jump Game.java,Java/875. Koko Eating Bananas.java,1
immutables,value-fixture/src-java-17/org/immutables/fixture/jackson3/ConstructorJacksonMapped.java,value-fixture/src/org/immutables/fixture/AllDefaults.java,0
leet-code,Java/83. Remove Duplicates from Sorted List.java,Java/Add Digits.java,1
leet-code,Java/Judge Route Circle.java,Java/Swap Bits.java,1
leet-code,Java/205. Isomorphic Strings.java,Java/52. N-Queens II.java,1
leet-code,Java/12. Integer to Roman.java,Java/[tool] Quick Select - Median.java,1
leet-code,Java/Diameter of Binary Tree.java,Java/Word Break II.java,0
leet-code,Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Decode Ways.java,1
leet-code,Java/1197. Minimum Knight Moves.java,Java/Linked List Cycle.java,1
leet-code,Java/13. Roman to Integer.java,Java/Two Sum IV - Input is a BST.java,1
leet-code,Java/621. Task Scheduler.java,Java/721. Accounts Merge.java,1
leet-code,Java/22. Generate Parentheses.java,Java/Regular Expression Matching.java,1
leet-code,Java/Scramble String.java,Java/Moving Average from Data Stream.java,0
leet-code,Java/Russian Doll Envelopes.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/Delete Digits.java,Java/Wildcard Matching.java,1
leet-code,Java/Contains Duplicate III.java,Java/Search Rotated in Sorted Array.java,0
leet-code,Java/68. Text Justification.java,Java/Find the Celebrity.java,1
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/973. K Closest Points to Origin.java,1
leet-code,Java/741. Cherry Pickup.java,Java/80.Remove Duplicates from Sorted Array II.java,1
leet-code,Java/142. Linked List Cycle II.java,Java/319. Bulb Switcher.java,1
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/[lint]. Anagrams.java,1
leet-code,Java/Next Greater Element I.java,Java/2 Sum.java,0
leet-code,Java/359. Logger Rate Limiter.java,Java/46. Permutations.java,1
leet-code,Java/53. Maximum Subarray.java,Java/Strobogrammatic Number.java,1
leet-code,Java/Merge k Sorted Lists.java,Java/Triangles.java,0
leet-code,Java/41. First Missing Positive.java,Java/Sliding Window Maximum.java,1
leet-code,Java/Valid Palindrome II.java,Java/Continuous Subarray Sum.java,0
leet-code,Java/665. Non-decreasing Array.java,Java/Connecting Graph II.java,1
leet-code,Java/Alien Dictionary.java,Java/Interval Minimum Number.java,0
leet-code,Java/347. Top K Frequent Elements.java,Java/Design Search Autocomplete System.java,1
leet-code,Java/[lint]. Product of Array Exclude Itself.java,Java/Segment Tree Query II.java,0
leet-code,Java/277. Find the Celebrity.java,Java/Subarray Sum Closest.java,0
leet-code,Java/305. Number of Islands II.java,Java/31. Next Permutation.java,1
immutables,value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,value-fixture/src-java-17/PlainInUnnamedGeneric.java,0
leet-code,Java/523. Continuous Subarray Sum.java,Java/Interval Minimum Number.java,0
leet-code,Java/Maximum Average Subarray II.java,Java/Flatten 2D Vector.java,0
leet-code,Java/80.Remove Duplicates from Sorted Array II.java,Java/Minimum Absolute Difference in BST.java,1
leet-code,Java/515. Find Largest Value in Each Tree Row.java,Java/Insert Interval.java,1
leet-code,Java/159. Longest Substring with At Most Two Distinct Characters.java,Java/Subset.java,0
leet-code,Java/Find the Duplicate Number.java,Java/Merge k Sorted Lists.java,1
leet-code,Java/[lint]. Lowest Common Ancestor II.java,Java/Jump Game.java,0
leet-code,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,Java/Binary Gap.java,1
leet-code,Java/361. Bomb Enemy.java,Java/415. Add Strings.java,1
leet-code,Java/211. Add and Search Word - Data structure design.java,Java/Power of Two.java,1
leet-code,Java/111. Minimum Depth of Binary Tree.java,Java/Counting Bits.java,1
leet-code,Java/Subtree of Another Tree.java,Java/The Spiral Matrix II.java,1
leet-code,Java/20. Valid Parentheses.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/[lint]. Heapify.java,Java/Inorder Successor in Binary Search Tree.java,0
leet-code,Java/47. Permutations II.java,Java/953. Verifying an Alien Dictionary.java,1
leet-code,Java/1108. Defanging an IP Address.java,Java/28. Implement strStr().java,1
leet-code,Java/34. Find First and Last Position of Element in Sorted Array.java,Java/LFU Cache.java,1
leet-code,Java/671. Second Minimum Node In a Binary Tree.java,Java/Paint House.java,1
leet-code,Java/636. Exclusive Time of Functions.java,Java/Strobogrammatic Number II.java,0
leet-code,Java/136. Single Number.java,Java/485. Max Consecutive Ones.java,1
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/383. Ransom Note.java,1
leet-code,Java/875. Koko Eating Bananas.java,Java/Valid Number.java,0
leet-code,Java/416. Partition Equal Subset Sum.java,Java/Coin Change 2.java,0
leet-code,Java/977. Squares of a Sorted Array.java,Java/Max Sum of Rectangle No Larger Than K.java,1
java-design-patterns,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Order.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/ShoppingCartService.java,1
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/611. Valid Triangle Number.java,1
leet-code,Java/986. Interval List Intersections.java,Java/Number of Airplane in the sky.java,0
leet-code,Java/Median.java,Java/Word Break.java,1
leet-code,Java/Maximum Depth of Binary Tree.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/1041. Robot Bounded In Circle.java,Java/28. Implement strStr().java,1
leet-code,Java/485. Max Consecutive Ones.java,Java/Interval Minimum Number.java,0
leet-code,Java/278. First Bad Version.java,Java/Word Break II.java,0
leet-code,Java/493. Reverse Pairs.java,Java/Longest Univalue Path.java,1
leet-code,Java/349. Intersection of Two Arrays.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/149. Max Points on a Line.java,Java/Subarray Sum.java,0
leet-code,Java/204. Count Primes.java,Java/Linked List Cycle.java,1
leet-code,Java/Guess Number Higher or Lower.java,Java/QuickSort.java,1
leet-code,Java/849. Maximize Distance to Closest Person.java,Java/Compare Version Numbers.java,1
immutables,datatype/test/org/immutables/datatype/MetaModel.java,value-fixture/test/org/immutables/fixture/jdkonly/JdkOptionalDefaultTest.java,0
leet-code,Java/140. Word Break II.java,Java/Permutations II.java,1
leet-code,Java/1021. Remove Outermost Parentheses.java,Java/849. Maximize Distance to Closest Person.java,1
leet-code,Java/254. Factor Combinations.java,Java/Simplify Path.java,1
leet-code,Java/199. Binary Tree Right Side View.java,Java/Moving Average from Data Stream.java,0
leet-code,Java/The Skyline Problem.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/259. 3Sum Smaller.java,Java/Sort List.java,0
leet-code,Java/269. Alien Dictionary.java,Java/Paint House.java,1
leet-code,Java/Integer to English Words.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/359. Logger Rate Limiter.java,Java/Flip Game II.java,0
leet-code,Java/720. Longest Word in Dictionary.java,Java/Multiply Strings.java,0
leet-code,Java/Kth Largest Element in an Array.java,Java/Unique Characters.java,0
leet-code,Java/Find All Numbers Disappeared in an Array.java,Java/Binary Representation.java,0
leet-code,Java/244. Shortest Word Distance II.java,Java/[lint]. Anagrams.java,1
leet-code,Java/91. Decode Ways.java,Java/Lowest Common Ancestor of a Binary Tree.java,1
leet-code,Java/Longest Univalue Path.java,Java/Exam Room.java,0
immutables,value-fixture/src/org/immutables/fixture/CheckWithPlainConstructor.java,value-fixture/src/org/immutables/fixture/jdkonly/OptionalIntDefault.java,0
leet-code,Java/Valid Anagram.java,Java/[lint]. Merge k Sorted Arrays.java,1
leet-code,Java/266. Palindrome Permutation.java,Java/Shortest Distance from All Buildings.java,1
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/Encode and Decode TinyURL.java,1
leet-code,Java/41. First Missing Positive.java,Java/H-Index.java,0
leet-code,Java/Redundant Connection II.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/275. H-Index II.java,Java/518. Coin Change 2.java,1
leet-code,Java/215. Kth Largest Element in an Array.java,Java/Longest Substring Without Repeating Characters.java,0
leet-code,Java/Hamming Distance.java,Java/Task Scheduler.java,0
immutables,value-fixture/test/org/immutables/fixture/ValuesTest.java,value-fixture/test/org/immutables/fixture/AllDefaultsTest.java,0
leet-code,Java/Binary Tree Level Order Traversal.java,Java/Word Search.java,1
leet-code,Java/136. Single Number.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List.java,0
leet-code,Java/Remove Invalid Parentheses.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/322. Coin Change.java,Java/Best Time to Buy and Sell Stock with Cooldown.java,1
leet-code,Java/621. Task Scheduler.java,Java/Power of Two.java,1
leet-code,Java/Flood Fill.java,Java/Interval Sum II.java,0
java-design-patterns,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/InMemoryProductRepository.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/ShoppingCartService.java,1
leet-code,Java/Missing Number.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (extra space).java,0
leet-code,Java/350. Intersection of Two Arrays II.java,Java/Insert Interval.java,1
leet-code,Java/275. H-Index II.java,Java/HashHeap.java,0
leet-code,Java/LFU Cache.java,Java/Word Search II.java,0
leet-code,Java/339. Nested List Weight Sum.java,Java/Reverse Linked List.java,1
leet-code,Java/716. Max Stack.java,Java/Minimum Size Subarray Sum.java,0
java-design-patterns,thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/AppTest.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/publisher/Publisher.java,0
immutables,value-fixture/src-java-17/org/immutables/fixture/j17/Person.java,value-processor/src/org/immutables/value/processor/meta/Annotations.java,0
leet-code,Java/Segment Tree Modify.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/46. Permutations.java,Java/Sliding Window Median.java,0
leet-code,Java/1213. Intersection of Three Sorted Arrays.java,Java/Power of Two.java,1
leet-code,Java/160. Intersection of Two Linked Lists.java,Java/Longest Palindromic Subsequence.java,1
leet-code,Java/Permutations.java,Java/Max Points on a Line.java,0
leet-code,Java/Encode and Decode TinyURL.java,Java/Sliding Window Median.java,0
leet-code,Java/56. Merge Intervals.java,Java/69. Sqrt(x).java,1
leet-code,Java/360. Sort Transformed Array.java,Java/Walls and Gates.java,1
awaitility,awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,awaitility/src/test/java/org/awaitility/core/ConditionAwaiterTest.java,0
leet-code,Java/Maximum Product Subarray.java,Java/[lint]. 3 Sum Closest.java,1
leet-code,Java/245. Shortest Word Distance III.java,Java/Kth Largest Element.java,0
leet-code,Java/346. Moving Average from Data Stream.java,Java/Inorder Successor in Binary Search Tree.java,0
leet-code,Java/665. Non-decreasing Array.java,Java/[tool]. Hash Function.java,1
leet-code,Java/Encode and Decode TinyURL.java,Java/Subtree of Another Tree.java,1
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/3 Sum.java,0
leet-code,Java/Russian Doll Envelopes.java,Java/[lint]. Heapify.java,1
leet-code,Java/Predict the Winner.java,"Java/Pow(x, n).java",0
leet-code,Java/244. Shortest Word Distance II.java,Java/Sliding Window Maximum.java,1
leet-code,Java/145. Binary Tree Postorder Traversal.java,Java/[lint]. Subarray Sum.java,1
leet-code,Java/Evaluate Reverse Polish Notation.java,Java/Smallest Subtree with all the Deepest Nodes.java,1
leet-code,Java/[lint]. Recover Rotated Sorted Array.java,Java/Random Pick Index.java,0
leet-code,Java/146. LRU Cache.java,Java/303. Range Sum Query - Immutable.java,1
leet-code,Java/222. Count Complete Tree Nodes.java,Java/62. Unique Path.java,1
leet-code,Java/402. Remove K Digits.java,Java/Sort Color.java,0
leet-code,Java/Backspace String Compare.java,Java/Maximum Depth of Binary Tree.java,1
leet-code,Java/Number of Longest Increasing Subsequence.java,Java/Subarray Sum Closest.java,0
leet-code,Java/Shortest Palindrome.java,Java/Valid Parentheses.java,1
leet-code,Java/1161. Maximum Level Sum of a Binary Tree.java,Java/295. Find Median from Data Stream.java,1
leet-code,Java/557. Reverse Words in a String III.java,Java/H-Index II.java,0
leet-code,Java/125. Valid Palindrome.java,Java/Minimum Subarray.java,0
leet-code,Java/252. Meeting Rooms.java,Java/295. Find Median from Data Stream.java,1
leet-code,Java/80.Remove Duplicates from Sorted Array II.java,Java/Reverse Integer.java,1
leet-code,Java/340. Longest Substring with At Most K Distinct Characters.java,"Java/Pow(x, n).java",0
leet-code,Java/55. Jump Game.java,Java/[tool]. UnionFind.java,1
leet-code,Java/493. Reverse Pairs.java,Java/Minimum Subarray.java,0
leet-code,Java/322. Coin Change.java,Java/Count of Smaller Number.java,0
leet-code,Java/523. Continuous Subarray Sum.java,Java/Segment Tree Build II.java,0
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/Subarray Sum Closest.java,0
leet-code,Java/22. Generate Parentheses.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/Add Binary.java,Java/Subset.java,0
leet-code,Java/359. Logger Rate Limiter.java,Java/Decode Ways II.java,0
leet-code,Java/275. H-Index II.java,Java/Interval Minimum Number.java,0
leet-code,Java/Add Binary.java,Java/Compare Version Numbers.java,1
leet-code,Java/Best Time to Buy and Sell Stock III.java,Java/Longest Palindromic Substring.java,0
leet-code,Java/Backpack V.java,Java/Valid Anagram.java,1
leet-code,Java/360. Sort Transformed Array.java,Java/Binary Tree Right Side View.java,1
leet-code,Java/345. Reverse Vowels of a String.java,Java/Subsets.java,0
leet-code,Java/Coin Change.java,Java/Lowest Common Ancestor of a Binary Tree.java,1
leet-code,Java/266. Palindrome Permutation.java,Java/523. Continuous Subarray Sum.java,1
leet-code,Java/HashWithCustomizedClass(LinkedList).java,Java/Count of Smaller Number.java,0
leet-code,Java/295. Find Median from Data Stream.java,Java/One Edit Distance.java,0
leet-code,Java/Clone Graph.java,Java/H-Index.java,0
leet-code,Java/218. The Skyline Problem.java,Java/340. Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/639. Decode Ways II.java,Java/The Skyline Problem.java,0
leet-code,Java/1033. Moving Stones Until Consecutive.java,Java/Word Ladder.java,0
leet-code,Java/346. Moving Average from Data Stream.java,Java/Excel Sheet Column Title.java,0
leet-code,Java/Isomorphic Strings.java,Java/Zigzag Iterator.java,0
leet-code,Java/Reverse Pairs.java,Java/Graph Valid Tree.java,0
leet-code,Java/Subsets.java,Java/Minimum Subarray.java,0
leet-code,Java/218. The Skyline Problem.java,Java/410. Split Array Largest Sum.java,1
leet-code,Java/152. Maximum Product Subarray.java,Java/Longest Common Substring.java,0
leet-code,Java/350. Intersection of Two Arrays II.java,Java/Walls and Gates.java,1
leet-code,Java/273. Integer to English Words.java,Java/2 Sum.java,0
leet-code,Java/Backpack V.java,Java/Segment Tree Query II.java,0
leet-code,Java/369. Plus One Linked List.java,Java/H-Index.java,0
leet-code,Java/844. Backspace String Compare.java,Java/Jump Game.java,0
leet-code,Java/Find Peak Element II.java,Java/Simplify Path.java,1
leet-code,Java/215. Kth Largest Element in an Array.java,Java/Word Break.java,1
leet-code,Java/438. Find All Anagrams in a String.java,Java/Data Stream Median.java,0
leet-code,Java/301. Remove Invalid Parentheses.java,Java/359. Logger Rate Limiter.java,1
leet-code,Java/1108. Defanging an IP Address.java,Java/Pascal's Triangle II.java,1
leet-code,Java/518. Coin Change 2.java,Java/Maximum Subarray.java,0
leet-code,Java/Move Zeroes.java,Java/Longest Palindromic Substring.java,0
leet-code,Java/1043. Partition Array for Maximum Sum.java,Java/125. Valid Palindrome.java,1
leet-code,Java/1267. Count Servers that Communicate.java,Java/[lint]. Compare Strings.java,1
leet-code,Java/211. Add and Search Word - Data structure design.java,Java/Heapify.java,0
leet-code,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/716. Max Stack.java,1
leet-code,Java/Path Sum III.java,Java/Word Ladder.java,0
immutables,value-processor/src/org/immutables/value/processor/Processor.java,value-fixture/src/org/immutables/fixture/jdkonly/AllOptionalWithDefaults.java,0
leet-code,Java/561. Array Partition I.java,Java/Binary Tree Postorder Traversal.java,1
leet-code,Java/304. Range Sum Query 2D - Immutable.java,Java/Rearrange String k Distance Apart.java,1
leet-code,Java/Compare Version Numbers.java,Java/Kth Largest Element in an Array.java,1
leet-code,Java/270. Closest Binary Search Tree Value.java,Java/Rearrange String k Distance Apart.java,1
leet-code,Java/Best Time to Buy and Sell Stock with Cooldown.java,Java/Best Time to Buy and Sell Stock.java,1
leet-code,Java/405. Convert a Number to Hexadecimal.java,Java/68. Text Justification.java,1
leet-code,Java/198. House Robber.java,Java/98. Validate Binary Search Tree.java,1
leet-code,Java/20. Valid Parentheses.java,Java/Regular Expression Matching.java,1
leet-code,Java/674. Longest Continuous Increasing Subsequence.java,Java/Best Time to Buy and Sell Stock.java,1
leet-code,Java/Redundant Connection.java,Java/Regular Expression Matching.java,1
immutables,value-fixture/src-java-17/org/immutables/fixture/jackson3/OptionIncludeNonEmpty.java,value-processor/src/org/immutables/value/processor/meta/TelescopicBuild.java,0
leet-code,Java/Intersection of Two Linked Lists.java,Java/House Robber II.java,0
leet-code,Java/1. Two Sum.java,Java/843. Guess the Word.java,1
leet-code,Java/410. Split Array Largest Sum.java,Java/Binary Tree Inorder Traversal.java,1
leet-code,Java/265. Paint House II.java,Java/Best Time to Buy and Sell Stock with Cooldown.java,1
leet-code,Java/767. Reorganize String.java,Java/Next Greater Element I.java,0
leet-code,Java/133. Clone Graph.java,Java/Add and Search Word - Data structure design.java,1
leet-code,Java/1123. Lowest Common Ancestor of Deepest Leaves.java,Java/Design Search Autocomplete System.java,1
leet-code,Java/String Permutation.java,Java/Kth Largest Element.java,0
leet-code,Java/346. Moving Average from Data Stream.java,Java/Redundant Connection.java,1
leet-code,Java/49. Group Anagrams.java,Java/Copy List with Random Pointer.java,1
leet-code,Java/1041. Robot Bounded In Circle.java,Java/Russian Doll Envelopes.java,1
awaitility,awaitility/src/test/java/org/awaitility/core/ConditionEvaluationLoggerTest.java,awaitility/src/main/java/org/awaitility/core/TerminalFailureException.java,0
leet-code,Java/Accounts Merge.java,Java/Valid Palindrome II.java,0
leet-code,Java/1021. Remove Outermost Parentheses.java,Java/94. Binary Tree Inorder Traversal.java,1
leet-code,Java/346. Moving Average from Data Stream.java,Java/Interval Sum II.java,0
leet-code,Java/1091. Shortest Path in Binary Matrix.java,Java/Longest Valid Parentheses.java,1
leet-code,Java/843. Guess the Word.java,Java/852. Peak Index in a Mountain Array.java,1
leet-code,Java/741. Cherry Pickup.java,Java/Maximum Subarray II.java,0
leet-code,Java/Missing Number.java,Java/Paint House II.java,0
leet-code,Java/Next Greater Element I.java,Java/Unique Characters.java,0
leet-code,Java/1216. Valid Palindrome III.java,Java/843. Guess the Word.java,1
leet-code,Java/429. N-ary Tree Level Order Traversal.java,Java/Word Search II.java,0
leet-code,Java/237. Delete Node in a Linked List.java,Java/Binary Tree Preorder Traversal.java,1
leet-code,Java/252. Meeting Rooms.java,Java/The Skyline Problem.java,0
leet-code,Java/Gas Station.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/205. Isomorphic Strings.java,Java/K Empty Slots.java,1
leet-code,Java/Permutations II.java,Java/Maximum Subarray II.java,0
java-design-patterns,thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,backpressure/src/main/java/com/iluwatar/backpressure/App.java,0
leet-code,Java/760. Find Anagram Mappings.java,Java/94. Binary Tree Inorder Traversal.java,1
leet-code,Java/K Empty Slots.java,Java/[lint]. Subarray Sum.java,1
immutables,value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,0
leet-code,Java/42. Trapping Rain Water.java,Java/[lint]. 2 Sum II.java,1
leet-code,Java/199. Binary Tree Right Side View.java,Java/Coins in a Line III.java,1
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/[tool]. MergeSort.java,1
leet-code,Java/112. Path Sum.java,Java/463. Island Perimeter.java,1
leet-code,Java/Two Sum IV - Input is a BST.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/Sparse Matrix Multiplication.java,Java/Edit Distance.java,0
leet-code,Java/767. Reorganize String.java,Java/Binary Tree Level Order Traversal.java,1
leet-code,Java/237. Delete Node in a Linked List.java,Java/Sliding Window Median.java,0
immutables,value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-processor/src/org/immutables/value/processor/meta/Proto.java,0
leet-code,Java/102. Binary Tree Level Order Traversal.java,Java/Segment Tree Modify.java,0
leet-code,Java/426. Convert Binary Search Tree to Sorted Doubly Linked List.java,Java/My Calendar I.java,1
leet-code,Java/252. Meeting Rooms.java,Java/Sliding Window Maximum.java,1
leet-code,Java/274.H-Index.java,Java/639. Decode Ways II.java,1
leet-code,Java/850. Rectangle Area II.java,Java/String to Integer (atoi).java,0
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Sort Letters by Case.java,0
leet-code,Java/Median.java,Java/Longest Common Substring.java,0
leet-code,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,Java/Subarray Sum.java,0
leet-code,Java/977. Squares of a Sorted Array.java,Java/Exam Room.java,0
leet-code,Java/311. Sparse Matrix Multiplication.java,Java/[lint]. HashHeap.java,1
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Number of Airplane in the sky.java,0
leet-code,Java/1091. Shortest Path in Binary Matrix.java,Java/Binary Gap.java,1
leet-code,Java/1094. Car Pooling.java,Java/121. Best Time to Buy and Sell Stock.java,1
leet-code,Java/Regular Expression Matching.java,Java/One Edit Distance.java,0
leet-code,Java/152. Maximum Product Subarray.java,Java/217. Contains Duplicate.java,1
leet-code,Java/430. Flatten a Multilevel Doubly Linked List.java,Java/Redundant Connection.java,1
leet-code,Java/Sort Colors.java,Java/Data Stream Median.java,0
leet-code,Java/Reverse String.java,Java/Random Pick Index.java,0
leet-code,Java/977. Squares of a Sorted Array.java,Java/Backpack.java,0
awaitility,awaitility/src/main/java/org/awaitility/Awaitility.java,awaitility/src/main/java/org/awaitility/core/ConditionAwaiter.java,1
leet-code,Java/57. Insert Interval.java,Java/Compare Version Numbers.java,1
leet-code,Java/House Robber.java,Java/Implement Trie (Prefix Tree).java,0
immutables,value-processor/test/org/immutables/value/processor/encode/MapperTest.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordDefaults.java,0
leet-code,Java/28. Implement strStr().java,Java/K Edit Distance.java,1
leet-code,Java/5. Longest Palindromic Substring.java,Java/Path Sum.java,1
leet-code,Java/1249. Minimum Remove to Make Valid Parentheses.java,Java/H-Index.java,0
leet-code,Java/345. Reverse Vowels of a String.java,Java/938. Range Sum of BST.java,1
leet-code,Java/15. 3Sum.java,Java/Valid Palindrome II.java,0
leet-code,Java/727. Minimum Window Subsequence.java,Java/Range Sum Query - Immutable.java,0
